objectid,filename,title,creator,date,description,subject,source,location,format original,format,type,identifier,rights,rightsstatement
bg1,interview1,Ramond Pierson with Anita Loos,,1974,Transcript of an interview with Anita Loos,,Bergdorf Goodman Collection,Dallas Public Library,Type-written paper,application/pdf,Document,,All rights belong to Dallas Public Library.,https://rightsstatements.org/page/InC/1.0/?language=en
